i,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2
123,K00163,6851425,K00163.01,Kepler-477 b,CONFIRMED,11.11990653,1.16E-05,-1.16E-05,2454972.753,0.000831,-0.000831,0.6024,0.1976,-0.4022,3.3296,0.0309,-0.0309,,,,639.7,7.5,-7.5,0.023984,0.001983,-0.001173,1.44556,1.03141,-0.81888,1.84,0.11,-0.09,0.0869,,,636,,,38.71,8.34,-6.41,21.14,7.5,-7.5,88.66941,102.9,1,,5074,101,,4.595,0.032,-0.035,-0.38,0.16,-0.14,0.702,0.042,-0.035,0.707,0.044,-0.034,,,,stellar_q1_q16,13.536,12.274,11.832,11.729,FALSE,5035.1,60,-60,4.563,0.1,-0.1,-0.374,0.04,-0.04,0.9,1,-1,5040,64,-64,4.601,0.035,-0.033,-0.361,0.044,-0.044,0.701,0.027794971,-0.026087553,0.715,0.027937251,-0.025406495,8.7096359,4.556939066,-5.468133775,9.94,0.182758815,-0.429253689,3.25,0.14,-0.13,1.832263863,0.1915059,-0.1915059,0.087226031,0.001428341,-0.001428341,37.2644786,6.395960495,-6.395960495,629.6327193,26.92992078,-26.92992078
124,K00165,9527915,K00165.01,Kepler-478 b,CONFIRMED,13.2217576,1.39E-05,-1.39E-05,2454972.57,0.000873,-0.000873,0.8295,0.0406,-0.5704,2.9069,0.0459,-0.0459,,,,904,11.7,-11.7,0.031317,8.70E-05,-0.003706,1.04779,3.50068,-0.3314,2.86,0.23,-0.23,0.1005,,,667,,,46.69,12.76,-10.12,21.3,10.2,-10.2,83.53312,93.2,1,,5237,113,-97,4.481,0.075,-0.051,-0.12,0.18,-0.14,0.837,0.068,-0.068,0.774,0.066,-0.032,,,,stellar_q1_q16,13.938,12.57,12.113,12.005,FALSE,5154.2,60,-60,4.521,0.1,-0.1,-0.199,0.04,-0.04,1.7,1,-1,5161,65,-65,4.549,0.049,-0.046,-0.187,0.043,-0.043,0.776,0.04197464,-0.036467388,0.779,0.032042728,-0.027780144,9.332543008,4.260554669,-5.608836104,9.97,0.163318438,-0.39902451,2.55,0.13,-0.14,2.646481227,0.261934981,-0.261934981,0.100713752,0.001668576,-0.001668576,37.50213438,6.296635169,-6.296635169,630.6342047,26.33466266,-26.33466266
125,K00166,2441495,K00166.01,Kepler-479 b,CONFIRMED,12.49341307,1.36E-05,-1.36E-05,2454971.462,0.000953,-0.000953,0.0775,0.382,-0.0774,2.2382,0.0329,-0.0329,,,,730.9,11.6,-11.6,0.024269,0.000761,-0.000365,10.01435,0.22069,-3.98233,2.01,0.14,-0.1,0.0965,,,642,,,40.16,9.8,-6.71,43.555,0.96,-0.96,65.22293,74.4,1,,5193,106,,4.563,0.035,-0.047,-0.22,0.16,-0.14,0.758,0.054,-0.039,0.767,0.051,-0.041,,,,stellar_q1_q16,13.575,12.237,11.784,11.716,FALSE,5158.6,60,-60,4.563,0.1,-0.1,-0.215,0.04,-0.04,0.6,1,-1,5162,64,-64,4.562,0.045,-0.046,-0.203,0.043,-0.043,0.765,0.040038606,-0.033676253,0.779,0.032042728,-0.02861357,7.943282347,4.713386366,-5.121228022,9.9,0.202319413,-0.44943463,2.95,0.14,-0.15,2.025973413,0.167700581,-0.167700581,0.097013642,0.001608249,-0.001608249,39.37860829,6.719153276,-6.719153276,638.3790365,27.10769279,-27.10769279
126,K00167,11666881,K00167.01,Kepler-480 b,CONFIRMED,4.919583795,4.90E-06,-4.90E-06,2454967.603,0.000799,-0.000799,0.293,0.0884,-0.2929,4.1876,0.026,-0.026,,,,422.8,4,-4,0.019091,0.000146,-0.000263,0.52959,0.08332,-0.06693,2.43,1.25,-0.29,0.06,,,1264,,,603.54,901.11,-196.21,8.78,1.4,-1.4,66.493004,127.3,1,,6495,146,-220,4.379,0.066,-0.301,-0.1,0.2,-0.34,1.168,0.596,-0.14,1.19,0.245,-0.179,,,,stellar_q1_q16,13.273,12.332,12.11,12.065,FALSE,6230.9,60,-60,4.165,0.1,-0.1,0.055,0.04,-0.04,2.4,1,-1,6218,71,-62,4.17,0.11,-0.1,0.051,0.042,-0.04,1.51,0.241892621,-0.202267249,1.242,0.087595808,-0.06679091,3.357376142,0.637597949,-0.548089934,9.526,0.075513967,-0.077404013,1.14,0.17,-0.16,3.149275591,0.464192079,-0.464192079,0.060893541,0.001255811,-0.001255811,833.8101181,251.1449118,-251.1449118,1369.399977,103.3013743,-103.3013743
127,K00168,11512246,K00168.02,Kepler-23 d,CONFIRMED,15.27438229,3.99E-05,-3.99E-05,2454980.581,0.00205,-0.00205,0.2081,0.2062,-0.2078,6.1502,0.0604,-0.0604,,,,218.3,5.5,-5.5,0.013502,0.000338,-0.000262,0.5413,0.05236,-0.11816,2.28,0.07,-0.07,0.1235,,,910,,,162.22,22.35,-20.1,18.83,1.8,-1.8,30.185036,41.3,3,,5828,100,-100,4.09,0.019,-0.019,-0.05,0.101,-0.101,1.548,0.048,-0.048,1.078,0.077,-0.077,,,,stellar_q1_q16,13.438,12.353,12.047,11.998,FALSE,5823.4,60,-60,4.057,0.1,-0.1,-0.09,0.04,-0.04,1.4,1,-1,5801,71,-68,4.11,0.12,-0.12,-0.073,0.055,-0.049,1.49,0.241843007,-0.222009099,1.05,0.055154329,-0.054230987,6.854882265,1.270855834,-1.229298168,9.836,0.07386282,-0.085832379,1.24,0.21,-0.17,2.201010356,0.349283395,-0.349283395,0.122501649,0.002150178,-0.002150178,153.1652553,49.06653637,-49.06653637,896.5068056,72.18827351,-72.18827351
128,K00168,11512246,K00168.03,Kepler-23 b,CONFIRMED,7.10694385,3.04E-05,-3.04E-05,2454971.325,0.00353,-0.00353,0.7535,0.005,-0.5459,5.265,0.115,-0.115,,,,131.5,4.2,-4.2,0.011401,0.001541,-0.000918,0.12894,0.26476,-0.01712,1.93,0.06,-0.06,0.0742,,,1174,,,449.39,61.94,-55.66,7.01,2.9,-2.9,22.615213,33.4,3,,5828,100,-100,4.09,0.019,-0.019,-0.05,0.101,-0.101,1.548,0.048,-0.048,1.078,0.077,-0.077,,,,stellar_q1_q16,13.438,12.353,12.047,11.998,FALSE,5823.4,60,-60,4.057,0.1,-0.1,-0.09,0.04,-0.04,1.4,1,-1,5801,71,-68,4.11,0.12,-0.12,-0.073,0.055,-0.049,1.49,0.241843007,-0.222009099,1.05,0.055154329,-0.054230987,6.854882265,1.270855834,-1.229298168,9.836,0.07386282,-0.085832379,1.24,0.21,-0.17,1.838248694,0.355153571,-0.355153571,0.073567815,0.001297511,-0.001297511,423.2358361,134.8860728,-134.8860728,1155.870379,92.4898786,-92.4898786
129,K00168,11512246,K00168.01,Kepler-23 c,CONFIRMED,10.74242766,1.85E-05,-1.85E-05,2454966.286,0.00142,-0.00142,0.1274,0.2642,-0.1274,6.0648,0.0611,-0.0611,,,,419.3,4.8,-4.8,0.018664,0.000332,-0.00022,0.42049,0.01113,-0.12131,3.15,0.1,-0.09,0.0977,,,1023,,,259.2,35.73,-32.1,13.689,0.362,-0.362,65.01795,95.2,3,,5828,100,-100,4.09,0.019,-0.019,-0.05,0.101,-0.101,1.548,0.048,-0.048,1.078,0.077,-0.077,,,,stellar_q1_q16,13.438,12.353,12.047,11.998,FALSE,5823.4,60,-60,4.057,0.1,-0.1,-0.09,0.04,-0.04,1.4,1,-1,5801,71,-68,4.11,0.12,-0.12,-0.073,0.055,-0.049,1.49,0.241843007,-0.222009099,1.05,0.055154329,-0.054230987,6.854882265,1.270855834,-1.229298168,9.836,0.07386282,-0.085832379,1.24,0.21,-0.17,3.040441061,0.47472677,-0.47472677,0.096902956,0.001682378,-0.001682378,244.5298322,78.16853885,-78.16853885,1007.735339,80.3952125,-80.3952125
130,K00171,7831264,K00171.01,Kepler-116 b,CONFIRMED,5.968717469,5.67E-06,-5.67E-06,2454970.16,0.000751,-0.000751,0.5115,0.0122,-0.4345,3.6582,0.0296,-0.0296,,,,527.9,5.1,-5.1,0.021715,0.001478,-0.000456,0.71607,0.37328,-0.03367,2.78,1.82,-0.32,0.0684,,,1184,,,465.23,944.17,-148.12,11.05,2.9,-2.9,83.58854,114.3,2,,6484,166,-218,4.377,0.064,-0.366,-0.08,0.22,-0.34,1.173,0.768,-0.136,1.195,0.281,-0.176,,,,stellar_q1_q16,13.717,12.703,12.486,12.383,FALSE,6219.8,60,-60,4.28,0.1,-0.1,0.071,0.04,-0.04,7.9,1,-1,6209,68,-59,4.275,0.084,-0.102,0.064,0.043,-0.042,1.31,0.2017088,-0.132613876,1.195,0.059052604,-0.044047815,3.140508694,0.693098505,-1.18752567,9.497,0.086607612,-0.206301532,1.13,0.12,-0.15,3.103121458,0.421928407,-0.421928407,0.068372633,0.001132298,-0.001132298,491.9101932,130.6642387,-130.6642387,1200.148486,79.30580688,-79.30580688
131,K00171,7831264,K00171.02,Kepler-116 c,CONFIRMED,13.071489,4.49E-05,-4.49E-05,2454977.44,0.00269,-0.00269,0.0231,0.4309,-0.023,3.0522,0.0786,-0.0786,,,,244.6,8.2,-8.2,0.014426,0.000496,-0.000233,4.04639,0.22373,-1.59713,1.85,1.21,-0.22,0.1153,,,912,,,163.73,332.28,-52.13,33.19,1.8,-1.8,28.065008,34.9,2,,6484,166,-218,4.377,0.064,-0.366,-0.08,0.22,-0.34,1.173,0.768,-0.136,1.195,0.281,-0.176,,,,stellar_q1_q16,13.717,12.703,12.486,12.383,FALSE,6219.8,60,-60,4.28,0.1,-0.1,0.071,0.04,-0.04,7.9,1,-1,6209,68,-59,4.275,0.084,-0.102,0.064,0.043,-0.042,1.31,0.2017088,-0.132613876,1.195,0.059052604,-0.044047815,3.140508694,0.693098505,-1.18752567,9.497,0.086607612,-0.206301532,1.13,0.12,-0.15,2.062257629,0.271001977,-0.271001977,0.115285654,0.00191487,-0.00191487,172.7296642,45.65641751,-45.65641751,923.8580732,60.76657495,-60.76657495
132,K00172,8692861,K00172.01,Kepler-69 b,CONFIRMED,13.72237104,1.85E-05,-1.85E-05,2454970.84,0.00112,-0.00112,0.254,0.1533,-0.2539,5.1546,0.0357,-0.0357,,,,589,6.5,-6.5,0.022166,0.00033,-0.000334,0.82143,0.1019,-0.14239,2.28,0.45,-0.25,0.1048,,,746,,,73.16,40.62,-19.19,20.15,2.5,-2.5,79.90183,100.7,2,,5637,116,-92,4.399,0.113,-0.134,-0.3,0.18,-0.12,0.943,0.186,-0.106,0.813,0.074,-0.034,,,,stellar_q1_q16,13.749,12.631,12.284,12.234,FALSE,5629.6,60,-60,4.292,0.1,-0.1,-0.219,0.04,-0.04,1.4,1,-1,5629,64,-64,4.337,0.085,-0.088,-0.211,0.044,-0.043,1.046,0.125752322,-0.09923027,0.873,0.034710972,-0.032997751,10.73989412,1.896253424,-2.314549988,10.031,0.070614688,-0.105412351,1.62,0.17,-0.17,2.53360782,0.273598233,-0.273598233,0.10727329,0.001805627,-0.001805627,85.51109277,19.07825193,-19.07825193,774.9418947,43.03778977,-43.03778977
133,K00172,8692861,K00172.02,Kepler-69 c,CONFIRMED,242.46712,0.003115,-0.003115,2454983.866,0.00892,-0.00892,0.583,0.0531,-0.4544,12.549,0.32,-0.32,,,,316.1,16,-16,0.016852,0.003292,-0.000857,0.59849,0.4112,-0.42476,1.74,0.34,-0.2,0.7106,,,286,,,1.59,0.88,-0.42,123,42.2,-42.2,19.14912,20.7,2,,5637,116,-92,4.399,0.113,-0.134,-0.3,0.18,-0.12,0.943,0.186,-0.106,0.813,0.074,-0.034,,,,stellar_q1_q16,13.749,12.631,12.284,12.234,FALSE,5629.6,60,-60,4.292,0.1,-0.1,-0.219,0.04,-0.04,1.4,1,-1,5629,64,-64,4.337,0.085,-0.088,-0.211,0.044,-0.043,1.046,0.125752322,-0.09923027,0.873,0.034710972,-0.032997751,10.73989412,1.896253424,-2.314549988,10.031,0.070614688,-0.105412351,1.62,0.17,-0.17,1.912444324,0.311341456,-0.311341456,0.727432962,0.012234828,-0.012234828,1.861557654,0.414922503,-0.414922503,297.6683423,16.49748135,-16.49748135
134,K00173,11402995,K00173.01,Kepler-481 b,CONFIRMED,10.06082567,1.52E-05,-1.52E-05,2454971.968,0.00127,-0.00127,0.6612,0.008,-0.473,4.5782,0.042,-0.042,,,,468.9,6.4,-6.4,0.020903,1.70E-05,-0.001179,0.41854,0.41531,-0.17873,2.89,0.43,-0.44,0.0891,,,946,,,189.36,79.97,-61.7,13.08,6.5,-6.5,69.33872,85.9,1,,5692,104,-97,4.203,0.132,-0.104,-0.04,0.14,-0.14,1.265,0.19,-0.19,0.931,0.074,-0.054,,,,stellar_q1_q16,13.844,12.724,12.4,12.383,FALSE,5675.6,60,-60,4.207,0.1,-0.1,0.005,0.04,-0.04,2,1,-1,5672,64,-63,4.21,0.11,-0.11,0.009,0.039,-0.033,1.28,0.201631744,-0.162035058,0.975,0.04271124,-0.03662308,9.81747943,1.798178021,-1.760585961,9.992,0.073043796,-0.085832379,1.23,0.17,-0.16,2.925052198,0.426949095,-0.426949095,0.090505422,0.001501693,-0.001501693,186.3035591,54.88373964,-54.88373964,941.4967258,69.30857424,-69.30857424
135,K00174,10810838,K00174.01,Kepler-482 b,CONFIRMED,56.35418576,9.37E-05,-9.37E-05,2454977.836,0.00133,-0.00133,0.5313,0.3522,-0.3276,3.29,0.0553,-0.0553,,,,1059.4,21.6,-21.6,0.030152,0.004579,-0.001306,9.17614,6.19381,-0.08716,2.2,0.09,-0.12,0.2498,,,333,,,2.91,0.52,-0.51,115.5,39,-39,53.31012,55.8,1,,4616,95,-90,4.604,0.033,-0.016,-0.24,0.16,-0.14,0.668,0.029,-0.036,0.654,0.038,-0.028,,,,stellar_q1_q16,13.779,12.173,11.661,11.536,FALSE,4733.5,60,-60,4.413,0.1,-0.1,-0.273,0.04,-0.04,2.2,1,-1,4742,66,-64,4.61,0.031,-0.023,-0.256,0.042,-0.043,0.678,0.024163477,-0.024163477,0.687,0.024264946,-0.021858353,10.47128548,3.493195594,-5.992598823,10.02,0.125024802,-0.368849321,3.81,0.15,-0.15,2.221222057,0.281056828,-0.281056828,0.253911482,0.004238405,-0.004238405,3.200923997,0.552401323,-0.552401323,340.8649659,14.6334435,-14.6334435
136,K00176,6442377,K00176.01,Kepler-483 b,CONFIRMED,30.229104,7.85E-05,-7.85E-05,2454967.52,0.00197,-0.00197,0.4901,0.1112,-0.3754,6.4658,0.0695,-0.0695,,,,439,7.3,-7.3,0.019776,8.70E-05,-0.000633,0.67513,0.34972,-0.04448,2.35,1.09,-0.23,0.1967,,,679,,,50.37,68.28,-14.55,31.95,8.3,-8.3,54.817886,72.5,1,,6543,160,-206,4.408,0.057,-0.297,-0.34,0.2,-0.3,1.09,0.504,-0.11,1.109,0.207,-0.134,,,,stellar_q1_q16,13.432,12.516,12.251,12.222,FALSE,6318.9,60,-60,4.349,0.1,-0.1,-0.215,0.04,-0.04,11.1,1,-1,6317,66,-66,4.342,0.073,-0.086,-0.207,0.044,-0.043,1.169,0.129134133,-0.093955438,1.098,0.038810329,-0.03717851,3.16227766,1.147933332,-1.608770263,9.5,0.13449853,-0.308686674,1.36,0.12,-0.14,2.528260343,0.247564856,-0.247564856,0.19599515,0.003246258,-0.003246258,50.90175525,10.2038652,-10.2038652,680.6858391,33.9895245,-33.9895245
137,K00177,6803202,K00177.01,,NOT DISPOSITIONED,21.06075647,6.26E-05,-6.26E-05,2454976.599,0.00255,-0.00255,0.5538,0.0175,-0.459,5.2631,0.0693,-0.0693,,,,311.2,6.6,-6.6,0.016638,0.001844,-0.000554,0.75593,0.51825,-0.03971,1.94,0.34,-0.21,0.1467,,,685,,,52.1,25.86,-13.99,26.07,8.9,-8.9,45.266285,52.5,1,,5757,112,-112,4.358,0.103,-0.133,-0.02,0.14,-0.14,1.068,0.189,-0.118,0.949,0.069,-0.06,,,,stellar_q1_q16,13.182,12.017,11.702,11.643,FALSE,5740.9,60,-60,4.379,0.1,-0.1,-0.001,0.04,-0.04,1.9,1,-1,5742,65,-66,4.382,0.076,-0.089,0.005,0.04,-0.043,1.054,0.12380778,-0.085635077,0.983,0.034212799,-0.034212799,7.079457844,1.965010222,-2.901359125,9.85,0.10638303,-0.229021303,2.08,0.19,-0.22,1.914606811,0.235976996,-0.235976996,0.148502561,0.002470382,-0.002470382,49.15724693,10.17124947,-10.17124947,674.7772217,34.86213508,-34.86213508
138,K00179,9663113,K00179.01,Kepler-458 c,CONFIRMED,20.74028413,3.35E-05,-3.35E-05,2454975.799,0.00128,-0.00128,0.3588,0.1113,-0.2795,10.3853,0.0628,-0.0628,,,,1042.6,8.5,-8.5,0.029939,0.000196,-0.000538,0.14095,0.02912,-0.02512,3.29,1.21,-0.4,0.146,,,702,,,57.49,61.5,-18.05,14.74,3,-3,118.61122,153.7,2,,6065,155,-180,4.417,0.081,-0.263,-0.28,0.28,-0.3,1.006,0.37,-0.121,0.965,0.128,-0.112,,,,stellar_q1_q16,13.955,12.823,12.546,12.502,FALSE,6217.5,60,-60,4.066,0.1,-0.1,0.248,0.04,-0.04,9.3,1,-1,6219,64,-64,4.07,0.11,-0.1,0.233,0.042,-0.042,1.8,0.302152279,-0.262480475,1.381,0.107605132,-0.094142787,2.910717118,0.476922394,-0.507819442,9.464,0.06589719,-0.083264723,0.78,0.13,-0.11,5.889364571,0.917786198,-0.917786198,0.164577232,0.00399619,-0.00399619,160.2630342,51.73104381,-51.73104381,906.7172253,72.65261946,-72.65261946
139,K00179,9663113,K00179.02,Kepler-458 b,CONFIRMED,572.383277,0.00707,-0.00707,2455139.513,0.00441,-0.00441,0.5993,0.0424,-0.4254,23.162,0.283,-0.283,,,,1297.3,23.7,-23.7,0.034379,0.003212,-0.001185,0.23283,0.17494,-0.03043,3.78,1.39,-0.46,1.3337,,,232,,,0.69,0.74,-0.22,159.2,59.8,-59.8,,74.5,2,,6065,155,-180,4.417,0.081,-0.263,-0.28,0.28,-0.3,1.006,0.37,-0.121,0.965,0.128,-0.112,,,,stellar_q1_q16,13.955,12.823,12.546,12.502,FALSE,6217.5,60,-60,4.066,0.1,-0.1,0.248,0.04,-0.04,9.3,1,-1,6219,64,-64,4.07,0.11,-0.1,0.233,0.042,-0.042,1.8,0.302152279,-0.262480475,1.381,0.107605132,-0.094142787,2.910717118,0.476922394,-0.507819442,9.464,0.06589719,-0.083264723,0.78,0.13,-0.11,6.73622582,1.150795656,-1.150795656,1.502843772,0.03671909,-0.03671909,1.919116017,0.618864671,-0.618864671,299.9430708,24.21802995,-24.21802995
140,K00180,9573539,K00180.01,Kepler-484 b,CONFIRMED,10.04556931,7.20E-06,-7.20E-06,2454962.093,0.000597,-0.000597,0.074,0.2976,-0.074,3.1986,0.02,-0.02,,,,673.9,5.6,-5.6,0.023526,0.000405,-0.000171,2.75681,0.1135,-0.53219,2.28,0.34,-0.08,0.0913,,,782,,,88.61,37.61,-12.74,24.5,1,-1,104.16611,142.1,1,,5691,104,-115,4.544,0.011,-0.127,0.07,0.13,-0.15,0.887,0.134,-0.032,1.003,0.03,-0.078,,,,stellar_q1_q16,13.024,11.89,11.575,11.482,FALSE,5651.5,60,-60,4.581,0.1,-0.1,0.064,0.04,-0.04,0.8,1,-1,5647,64,-66,4.492,0.038,-0.063,0.059,0.042,-0.042,0.932,0.065699693,-0.042325519,0.981,0.031779622,-0.034189829,3.388441561,3.236280586,-2.291612765,9.53,0.291167668,-0.489861156,2.54,0.13,-0.16,2.394070679,0.194642573,-0.194642573,0.090619511,0.00152081,-0.00152081,96.71119405,16.51001612,-16.51001612,799.1581124,34.00730742,-34.00730742
141,K00186,12019440,K00186.01,Kepler-485 b,CONFIRMED,3.243259796,1.83E-07,-1.83E-07,2454966.669,4.64E-05,-4.64E-05,0.0013,0.0449,-0.0013,3.03598,0.00168,-0.00168,,,,17512.3,11.6,-11.6,0.121277,7.80E-05,-2.30E-05,1.38843,0.0007,-0.00948,13.63,6.16,-1.23,0.0443,,,1299,,,672.53,901.63,-188.73,9.17367,0.00462,-0.00462,1705.7352,1818.9,1,,6109,162,-210,4.455,0.045,-0.299,0,0.2,-0.3,1.029,0.465,-0.093,1.099,0.223,-0.136,,,,stellar_q1_q16,14.952,13.782,13.479,13.433,FALSE,5801.7,60,-60,4.367,0.1,-0.1,0.194,0.04,-0.04,2.1,1,-1,5802,62,-63,4.351,0.081,-0.091,0.182,0.042,-0.042,1.13,0.140825282,-0.101546836,1.053,0.040847565,-0.036654108,5.623413252,1.875957105,-2.379504906,9.75,0.125024802,-0.238931425,0.843,0.083,-0.092,14.97102695,1.599735296,-1.599735296,0.04365917,0.000730908,-0.000730908,680.9830211,151.1067651,-151.1067651,1301.809981,72.28067952,-72.28067952
142,K00191,5972334,K00191.01,Kepler-487 b,CONFIRMED,15.3587684,2.21E-06,-2.21E-06,2454965.385,0.000117,-0.000117,0.5156,0.018,-0.0176,4.1452,0.0146,-0.0146,,,,16056.4,23.6,-23.6,0.119005,0.00038,-0.000359,1.78366,0.05989,-0.07207,11.31,4.78,-1.04,0.117,,,686,,,52.24,66.48,-13.64,28.123,0.944,-0.944,698.8691,793.2,4,,5700,167,-154,4.515,0.046,-0.283,-0.18,0.28,-0.26,0.87,0.368,-0.08,0.903,0.107,-0.084,,,,stellar_q1_q16,14.991,13.732,13.326,13.25,FALSE,5456.5,60,-60,4.468,0.1,-0.1,0.107,0.04,-0.04,1,1,-1,5459,63,-64,4.454,0.068,-0.079,0.1,0.042,-0.041,0.939,0.08509811,-0.063825453,0.917,0.034312616,-0.031817536,8.317637711,4.070927959,-4.676843172,9.92,0.173021027,-0.358803829,1.144,0.082,-0.097,12.20362576,0.978337601,-0.978337601,0.117508274,0.001947478,-0.001947478,50.74726918,8.702515984,-8.702515984,680.1687825,28.94870412,-28.94870412
143,K00191,5972334,K00191.02,,NOT DISPOSITIONED,2.418405445,2.38E-06,-2.38E-06,2454965.506,0.000864,-0.000864,0.8901,0.0022,-0.6134,2.2361,0.0379,-0.0379,,,,731.8,12.1,-12.1,0.029317,0.000311,-0.003934,0.27048,1.73955,-0.0052,2.79,1.17,-0.26,0.0341,,,1270,,,614.95,782.72,-160.51,4.37,2.2,-2.2,55.51734,68.1,4,,5700,167,-154,4.515,0.046,-0.283,-0.18,0.28,-0.26,0.87,0.368,-0.08,0.903,0.107,-0.084,,,,stellar_q1_q16,14.991,13.732,13.326,13.25,FALSE,5456.5,60,-60,4.468,0.1,-0.1,0.107,0.04,-0.04,1,1,-1,5459,63,-64,4.454,0.068,-0.079,0.1,0.042,-0.041,0.939,0.08509811,-0.063825453,0.917,0.034312616,-0.031817536,8.317637711,4.070927959,-4.676843172,9.92,0.173021027,-0.358803829,1.144,0.082,-0.097,2.999168809,0.324246077,-0.324246077,0.034272961,0.00056781,-0.00056781,594.9003781,101.8070095,-101.8070095,1258.56192,53.45721527,-53.45721527
144,K00191,5972334,K00191.03,,NOT DISPOSITIONED,0.708620008,1.41E-06,-1.41E-06,2454966.367,0.00169,-0.00169,0.3269,0.1033,-0.3269,1.5088,0.0509,-0.0509,,,,202.8,8,-8,0.013126,0.000367,-0.000394,1.61633,0.38912,-0.3689,1.25,0.52,-0.12,0.015,,,1915,,,3178.07,4045.15,-829.52,3.501,0.843,-0.843,23.0021,30.5,4,,5700,167,-154,4.515,0.046,-0.283,-0.18,0.28,-0.26,0.87,0.368,-0.08,0.903,0.107,-0.084,,,,stellar_q1_q16,14.991,13.732,13.326,13.25,FALSE,5456.5,60,-60,4.468,0.1,-0.1,0.107,0.04,-0.04,1,1,-1,5459,63,-64,4.454,0.068,-0.079,0.1,0.042,-0.041,0.939,0.08509811,-0.063825453,0.917,0.034312616,-0.031817536,8.317637711,4.070927959,-4.676843172,9.92,0.173021027,-0.358803829,1.144,0.082,-0.097,1.34605987,0.115266781,-0.115266781,0.015121723,0.000253214,-0.000253214,3077.992973,519.0084003,-519.0084003,1898.149575,79.98457941,-79.98457941
145,K00191,5972334,K00191.04,Kepler-487 c,CONFIRMED,38.6519976,0.0002517,-0.0002517,2454997.049,0.00537,-0.00537,0.9051,0.0334,-0.6304,6.336,0.125,-0.125,,,,632,26.7,-26.7,0.02761,0.000866,-0.004959,0.14812,1.42059,-0.07634,2.62,1.11,-0.24,0.2164,,,504,,,15.27,19.44,-3.99,22.7,10.9,-10.9,13.202122,23.6,4,,5700,167,-154,4.515,0.046,-0.283,-0.18,0.28,-0.26,0.87,0.368,-0.08,0.903,0.107,-0.084,,,,stellar_q1_q16,14.991,13.732,13.326,13.25,FALSE,5456.5,60,-60,4.468,0.1,-0.1,0.107,0.04,-0.04,1,1,-1,5459,63,-64,4.454,0.068,-0.079,0.1,0.042,-0.041,0.939,0.08509811,-0.063825453,0.917,0.034312616,-0.031817536,8.317637711,4.070927959,-4.676843172,9.92,0.173021027,-0.358803829,1.144,0.082,-0.097,2.819501219,0.378910828,-0.378910828,0.217467161,0.003608268,-0.003608268,14.86652186,2.529151201,-2.529151201,500.3983507,21.24508972,-21.24508972
